session_id,log_file,turn_number,is_cold_start,client_type,model,provider,input_tokens,output_tokens,latency_ms
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,7,False,slot_scoring,claude-haiku-4-5,anthropic,1139,341,3419.41
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,7,False,signal_scoring,claude-haiku-4-5,anthropic,2551,291,3132.65
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,7,False,question_generation,claude-haiku-4-5,anthropic,1721,21,2347.84
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,7,False,question_generation,claude-haiku-4-5,anthropic,690,57,1428.31
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,8,False,extraction,claude-sonnet-4-6,anthropic,4049,1222,14879.67
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,8,False,slot_scoring,claude-haiku-4-5,anthropic,1334,425,3157.16
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,8,False,signal_scoring,claude-haiku-4-5,anthropic,2589,434,4025.55
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,8,False,question_generation,claude-haiku-4-5,anthropic,1687,19,1086.12
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,8,False,question_generation,claude-haiku-4-5,anthropic,688,83,2248.38
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,9,False,extraction,claude-sonnet-4-6,anthropic,4120,1376,13933.06
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,9,False,slot_scoring,claude-haiku-4-5,anthropic,1482,505,3515.91
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,9,False,signal_scoring,claude-haiku-4-5,anthropic,2634,437,4258.92
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,9,False,question_generation,claude-haiku-4-5,anthropic,1701,19,865.03
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,9,False,question_generation,claude-haiku-4-5,anthropic,688,59,1765.7
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,10,False,extraction,claude-sonnet-4-6,anthropic,4033,1014,13874.96
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,10,False,slot_scoring,claude-haiku-4-5,anthropic,1310,393,2849.47
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,10,False,signal_scoring,claude-haiku-4-5,anthropic,2584,361,3779.62
6a6dc548-55aa-45cd-9c10-256b03e82608,interview_20260417_133635.log,10,False,question_generation,claude-haiku-4-5,anthropic,688,13,947.2
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,0,False,question_generation,claude-haiku-4-5,anthropic,345,78,1644.86
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,0,False,question_generation,claude-haiku-4-5,anthropic,787,256,4447.72
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,1,True,extraction,claude-sonnet-4-6,anthropic,3346,1434,17242.46
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,1,True,slot_scoring,claude-haiku-4-5,anthropic,1294,507,2950.79
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,1,True,signal_scoring,claude-haiku-4-5,anthropic,2751,692,6278.41
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,1,True,question_generation,claude-haiku-4-5,anthropic,1927,16,866.25
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,1,True,question_generation,claude-haiku-4-5,anthropic,606,245,3730.18
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,2,False,extraction,claude-sonnet-4-6,anthropic,3561,1246,15839.44
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,2,False,slot_scoring,claude-haiku-4-5,anthropic,1440,452,3275.12
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,2,False,signal_scoring,claude-haiku-4-5,anthropic,2714,551,5383.82
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,2,False,question_generation,claude-haiku-4-5,anthropic,2126,20,1129.38
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,2,False,question_generation,claude-haiku-4-5,anthropic,610,232,4060.77
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,3,False,extraction,claude-sonnet-4-6,anthropic,3946,1551,16611.34
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,3,False,slot_scoring,claude-haiku-4-5,anthropic,1488,560,4338.37
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,3,False,signal_scoring,claude-haiku-4-5,anthropic,2717,522,4756.74
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,3,False,question_generation,claude-haiku-4-5,anthropic,2315,29,1424.56
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,3,False,question_generation,claude-haiku-4-5,anthropic,619,226,3876.42
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,4,False,extraction,claude-sonnet-4-6,anthropic,4184,1304,16946.45
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,4,False,slot_scoring,claude-haiku-4-5,anthropic,1439,486,3128.64
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,4,False,signal_scoring,claude-haiku-4-5,anthropic,2670,455,4647.11
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,4,False,question_generation,claude-haiku-4-5,anthropic,2281,18,1198.49
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,4,False,question_generation,claude-haiku-4-5,anthropic,608,250,3860.94
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,5,False,extraction,claude-sonnet-4-6,anthropic,4316,1361,14445.75
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,5,False,slot_scoring,claude-haiku-4-5,anthropic,1301,422,3052.6
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,5,False,signal_scoring,claude-haiku-4-5,anthropic,2704,432,3944.67
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,5,False,question_generation,claude-haiku-4-5,anthropic,2283,22,801.92
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,5,False,question_generation,claude-haiku-4-5,anthropic,612,250,4261.27
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,6,False,extraction,claude-sonnet-4-6,anthropic,4203,1340,14264.58
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,6,False,slot_scoring,claude-haiku-4-5,anthropic,1409,410,4250.87
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,6,False,signal_scoring,claude-haiku-4-5,anthropic,2694,364,3999.66
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,6,False,question_generation,claude-haiku-4-5,anthropic,2301,19,868.01
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,6,False,question_generation,claude-haiku-4-5,anthropic,609,227,3708.28
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,7,False,extraction,claude-sonnet-4-6,anthropic,4361,1308,16189.92
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,7,False,slot_scoring,claude-haiku-4-5,anthropic,1350,480,3105.52
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,7,False,signal_scoring,claude-haiku-4-5,anthropic,2702,555,5501.13
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,7,False,question_generation,claude-haiku-4-5,anthropic,2288,28,948.67
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,7,False,question_generation,claude-haiku-4-5,anthropic,618,221,3997.69
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,8,False,extraction,claude-sonnet-4-6,anthropic,4314,1833,23485.55
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,8,False,slot_scoring,claude-haiku-4-5,anthropic,1305,495,3177.99
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,8,False,signal_scoring,claude-haiku-4-5,anthropic,2756,609,6445.2
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,8,False,question_generation,claude-haiku-4-5,anthropic,2276,32,1088.93
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,8,False,question_generation,claude-haiku-4-5,anthropic,622,197,4025.71
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,9,False,extraction,claude-sonnet-4-6,anthropic,4282,1239,15571.29
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,9,False,slot_scoring,claude-haiku-4-5,anthropic,1461,513,3591.71
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,9,False,signal_scoring,claude-haiku-4-5,anthropic,2677,558,5756.9
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,9,False,question_generation,claude-haiku-4-5,anthropic,2216,20,1121.04
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,9,False,question_generation,claude-haiku-4-5,anthropic,610,213,3544.04
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,10,False,extraction,claude-sonnet-4-6,anthropic,4369,1758,22621.36
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,10,False,slot_scoring,claude-haiku-4-5,anthropic,1534,520,3365.01
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,10,False,signal_scoring,claude-haiku-4-5,anthropic,2718,663,7162.03
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,10,False,question_generation,claude-haiku-4-5,anthropic,2165,34,1237.31
7e7f439d-8e05-4da1-b96a-c035e3b5487c,interview_20260417_134130.log,10,False,question_generation,claude-haiku-4-5,anthropic,624,236,4125.77
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,0,False,question_generation,claude-haiku-4-5,anthropic,345,74,1578.91
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,0,False,question_generation,claude-haiku-4-5,anthropic,681,183,3190.5
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,1,True,extraction,claude-sonnet-4-6,anthropic,3125,1628,19253.14
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,1,True,slot_scoring,claude-haiku-4-5,anthropic,1492,613,5552.43
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,1,True,signal_scoring,claude-haiku-4-5,anthropic,2730,671,6127.67
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,1,True,question_generation,claude-haiku-4-5,anthropic,1824,21,914.36
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,1,True,question_generation,claude-haiku-4-5,anthropic,628,125,2322.41
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,2,False,extraction,claude-sonnet-4-6,anthropic,3228,1101,14090.78
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,2,False,slot_scoring,claude-haiku-4-5,anthropic,1226,354,2471.42
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,2,False,signal_scoring,claude-haiku-4-5,anthropic,2626,588,5226.88
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,2,False,question_generation,claude-haiku-4-5,anthropic,1903,21,1245.16
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,2,False,question_generation,claude-haiku-4-5,anthropic,628,158,2887.96
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,3,False,extraction,claude-sonnet-4-6,anthropic,3704,1173,15456.02
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,3,False,slot_scoring,claude-haiku-4-5,anthropic,1206,368,3322.88
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,3,False,signal_scoring,claude-haiku-4-5,anthropic,2673,421,4232.87
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,3,False,question_generation,claude-haiku-4-5,anthropic,2016,20,1135.76
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,3,False,question_generation,claude-haiku-4-5,anthropic,627,186,3193.51
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,4,False,extraction,claude-sonnet-4-6,anthropic,3713,1841,18794.4
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,4,False,slot_scoring,claude-haiku-4-5,anthropic,1421,634,4276.09
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,4,False,signal_scoring,claude-haiku-4-5,anthropic,2724,607,6597.05
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,4,False,question_generation,claude-haiku-4-5,anthropic,2047,24,987.16
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,4,False,question_generation,claude-haiku-4-5,anthropic,750,145,2388.25
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,5,False,extraction,claude-sonnet-4-6,anthropic,3662,1344,14355.31
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,5,False,slot_scoring,claude-haiku-4-5,anthropic,1475,664,3917.2
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,5,False,signal_scoring,claude-haiku-4-5,anthropic,2666,639,5955.77
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,5,False,question_generation,claude-haiku-4-5,anthropic,2079,30,950.46
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,5,False,question_generation,claude-haiku-4-5,anthropic,756,172,2938.51
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,6,False,extraction,claude-sonnet-4-6,anthropic,3854,1556,15403.23
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,6,False,slot_scoring,claude-haiku-4-5,anthropic,1445,673,4062.12
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,6,False,signal_scoring,claude-haiku-4-5,anthropic,2726,734,9049.7
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,6,False,question_generation,claude-haiku-4-5,anthropic,2097,29,1459.65
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,6,False,question_generation,claude-haiku-4-5,anthropic,755,120,2675.5
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,7,False,extraction,claude-sonnet-4-6,anthropic,3742,1515,15599.16
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,7,False,slot_scoring,claude-haiku-4-5,anthropic,1524,648,4225.05
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,7,False,signal_scoring,claude-haiku-4-5,anthropic,2690,553,4901.23
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,7,False,question_generation,claude-haiku-4-5,anthropic,2033,25,1118.07
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,7,False,question_generation,claude-haiku-4-5,anthropic,751,163,2727.17
